Name	C_inv	C_maint	C_op
BOAT_FREIGHT_METHANOL	0.000000	0.000000	0.000000
TRUCK_DIESEL	0.000006	0.000004	0.000000
TRUCK_METHANOL	0.000001	0.000001	0.000000
TRUCK_FUEL_CELL	514.900094	192.721975	0.000000
TRUCK_ELEC	0.000004	0.000001	0.000000
TRUCK_NG	558.732058	389.374819	0.000000
HABER_BOSCH	0.000019	0.000006	0.000000
OIL_TO_HVC	0.000029	0.000002	0.000000
GAS_TO_HVC	0.000016	0.000007	0.000000
BIOMASS_TO_HVC	19.344421	5.214876	0.000000
METHANOL_TO_HVC	0.000016	0.000022	0.000000
SYN_METHANOLATION	0.000028	0.000009	0.000000
METHANE_TO_METHANOL	0.000018	0.000013	0.000000
BIOMASS_TO_METHANOL	1.596546	0.220406	0.000000
DAM_STORAGE	0.000000	0.000000	0.000000
PHS	1129.150158	0.000000	0.000000
BATT_LI	0.000100	0.000002	0.000000
BEV_BATT	0.000000	0.000000	0.000000
PHEV_BATT	0.000000	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000077	0.000009	0.000000
TS_DEC_HP_ELEC	42.934143	5.160339	0.000000
TS_DEC_THHP_GAS	0.000077	0.000009	0.000000
TS_DEC_COGEN_GAS	0.000077	0.000009	0.000000
TS_DEC_COGEN_OIL	0.000078	0.000009	0.000000
TS_DEC_ADVCOGEN_GAS	0.000077	0.000009	0.000000
TS_DEC_ADVCOGEN_H2	0.000077	0.000009	0.000000
TS_DEC_BOILER_GAS	0.000077	0.000009	0.000000
TS_DEC_BOILER_WOOD	0.000078	0.000009	0.000000
TS_DEC_BOILER_OIL	0.000078	0.000009	0.000000
TS_DHN_DAILY	0.000071	0.000006	0.000000
TS_DHN_SEASONAL	32.429471	3.416573	0.000000
TS_HIGH_TEMP	0.000084	0.000017	0.000000
GAS_STORAGE	0.295023	0.270361	0.000000
H2_STORAGE	0.024389	0.002029	0.000000
DIESEL_STORAGE	0.000286	0.000195	0.000000
GASOLINE_STORAGE	0.000287	0.000195	0.000000
LFO_STORAGE	0.000289	0.000197	0.000000
AMMONIA_STORAGE	0.000289	0.000197	0.000000
METHANOL_STORAGE	0.000302	0.000206	0.000000
CO2_STORAGE	0.000986	0.000237	0.000000
PT_STORAGE	0.000000	0.000000	0.000000
ST_STORAGE	0.000000	0.000000	0.000000
TS_COLD	0.000718	0.000148	0.000000
CAES	0.000594	0.001699	0.000000
EFFICIENCY	0.000000	0.000000	0.000000
DHN	79.899831	0.000000	0.000000
GRID	1777.580843	0.000000	0.000000
PT_COLLECTOR	0.000000	0.000000	0.000000
ST_COLLECTOR	0.000000	0.000000	0.000000
H2_ELECTROLYSIS	20.582015	1.888086	0.000000
SMR	0.000643	0.001106	0.000000
H2_BIOMASS	0.000028	0.000023	0.000000
GASIFICATION_SNG	0.000038	0.000028	0.000000
SYN_METHANATION	0.000004	0.000023	0.000000
BIOMETHANATION	0.000039	0.000008	0.000000
BIO_HYDROLYSIS	48.725941	38.949353	0.000000
PYROLYSIS_TO_LFO	0.000060	0.000030	0.000000
PYROLYSIS_TO_FUELS	0.000023	0.000007	0.000000
ATM_CCS	0.000016	0.000011	0.000000
INDUSTRY_CCS	0.000015	0.000011	0.000000
AMMONIA_TO_H2	0.000026	0.000044	0.000000
ELECTRICITY	0.000000	0.000000	0.000225
GASOLINE	0.000000	0.000000	0.000017
DIESEL	0.000000	0.000000	0.000207
BIOETHANOL	0.000000	0.000000	0.000029
BIODIESEL	0.000000	0.000000	1163.786990
LFO	0.000000	0.000000	0.000068
GAS	0.000000	0.000000	327.002250
GAS_RE	0.000000	0.000000	0.000147
WOOD	0.000000	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000	0.000000
COAL	0.000000	0.000000	17.675540
URANIUM	0.000000	0.000000	166.553442
WASTE	0.000000	0.000000	257.166908
H2	0.000000	0.000000	0.000000
H2_RE	0.000000	0.000000	587.627503
AMMONIA	0.000000	0.000000	0.000027
METHANOL	0.000000	0.000000	0.000041
AMMONIA_RE	0.000000	0.000000	6.293054
METHANOL_RE	0.000000	0.000000	0.000766
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
PT_HEAT	0.000000	0.000000	0.000000
ST_HEAT	0.000000	0.000000	0.000000
