TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
BOAT_FREIGHT_METHANOL	0.000000	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.114155	0.033427	0.000000
TRUCK_DIESEL	0.000069	0.000004	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000185	0.092593	0.074944	0.000000
TRUCK_METHANOL	0.000014	0.000001	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000044	0.092593	0.074944	0.000000
TRUCK_FUEL_CELL	119656.952130	3356.488263	15.000000	0.000000	278.162011	Infinity	0.000000	1.000000	1.000000	0.092593	0.092593	0.074944	0.000000
TRUCK_ELEC	0.000549	0.000014	15.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000611	0.092593	0.074944	0.000000
TRUCK_NG	0.000164	0.000009	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000435	0.092593	0.074944	0.000000
HABER_BOSCH	3071.055100	52.757526	20.000000	0.000000	3.185841	Infinity	0.000000	1.000000	1.000000	0.337645	0.994000	0.058246	0.000000
OIL_TO_HVC	0.001429	0.000007	15.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.007702	0.994000	0.074944	0.000000
GAS_TO_HVC	0.001243	0.000027	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001136	0.994000	0.048263	0.000000
BIOMASS_TO_HVC	14510.302782	227.839401	20.000000	0.000000	4.381527	Infinity	0.000000	1.000000	1.000000	0.994000	0.994000	0.058246	0.000000
METHANOL_TO_HVC	0.001168	0.000092	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.007433	0.994000	0.058246	0.000000
SYN_METHANOLATION	0.004019	0.000072	20.000000	0.000000	0.000002	Infinity	0.000000	0.000005	1.000000	0.008124	0.944300	0.058246	0.000000
METHANE_TO_METHANOL	0.001402	0.000049	25.000000	0.000000	0.000001	Infinity	0.000000	0.000002	1.000000	0.003361	0.844900	0.048263	0.000000
BIOMASS_TO_METHANOL	778.550433	6.260274	20.000000	0.000000	0.162605	Infinity	0.000000	0.999993	1.000000	0.994000	0.994000	0.058246	0.000000
DAM_STORAGE	0.000000	0.000000	1.000000	0.000000	7735.616796	8192.000000	0.000000	-1.000000	1.000000	0.000272	1.000000	1.015000	
PHS	5354.982081	0.000000	50.000000	20.000000	49.999833	50.000000	0.000000	-1.000000	1.000000	0.034092	1.000000	0.028572	
BATT_LI	0.007876	0.000010	15.000000	0.000000	0.000016	Infinity	0.000000	-1.000000	1.000000	0.004507	1.000000	0.074944	
BEV_BATT	0.000000	0.000000	1.000000	0.000000	728.609338	Infinity	0.000000	-1.000000	1.000000	0.003398	1.000000	1.015000	
PHEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	1.015000	
TS_DEC_DIRECT_ELEC	2379.317015	16.656812	20.000000	0.000000	125.425251	Infinity	0.000000	-1.000000	1.000000	0.027179	1.000000	0.058246	
TS_DEC_HP_ELEC	3488.649073	24.422879	20.000000	0.000000	183.903483	Infinity	0.000000	-1.000000	1.000000	0.033433	1.000000	0.058246	
TS_DEC_THHP_GAS	0.004764	0.000033	20.000000	0.000000	0.000251	Infinity	0.000000	-1.000000	1.000000	0.002346	1.000000	0.058246	
TS_DEC_COGEN_GAS	0.004787	0.000034	20.000000	0.000000	0.000252	Infinity	0.000000	-1.000000	1.000000	0.001187	1.000000	0.058246	
TS_DEC_COGEN_OIL	0.004819	0.000034	20.000000	0.000000	0.000254	Infinity	0.000000	-1.000000	1.000000	0.001224	1.000000	0.058246	
TS_DEC_ADVCOGEN_GAS	0.004734	0.000033	20.000000	0.000000	0.000250	Infinity	0.000000	-1.000000	1.000000	0.000855	1.000000	0.058246	
TS_DEC_ADVCOGEN_H2	0.004698	0.000033	20.000000	0.000000	0.000248	Infinity	0.000000	-1.000000	1.000000	0.000747	1.000000	0.058246	
TS_DEC_BOILER_GAS	0.004779	0.000033	20.000000	0.000000	0.000252	Infinity	0.000000	-1.000000	1.000000	0.001680	1.000000	0.058246	
TS_DEC_BOILER_WOOD	0.004842	0.000034	20.000000	0.000000	0.000255	Infinity	0.000000	-1.000000	1.000000	0.002221	1.000000	0.058246	
TS_DEC_BOILER_OIL	0.004824	0.000034	20.000000	0.000000	0.000254	Infinity	0.000000	-1.000000	1.000000	0.001768	1.000000	0.058246	
TS_DHN_DAILY	0.008606	0.000025	40.000000	0.000000	0.002869	Infinity	0.000000	-1.000000	1.000000	0.001723	1.000000	0.033427	
TS_DHN_SEASONAL	2534.201654	12.885771	25.000000	0.000000	4295.257042	Infinity	0.000000	-1.000000	1.000000	0.000814	1.000000	0.048263	
TS_HIGH_TEMP	4668.322705	46.633263	25.000000	0.000000	166.547367	Infinity	0.000000	-1.000000	1.000000	0.037686	1.000000	0.048263	
GAS_STORAGE	615.465642	16.114909	50.000000	0.000000	12309.312837	Infinity	0.000000	-1.000000	1.000000	0.000125	1.000000	0.028572	
H2_STORAGE	1462.774442	7.089375	20.000000	0.000000	236.312511	Infinity	0.000000	-1.000000	1.000000	0.004933	1.000000	0.058246	
DIESEL_STORAGE	0.036384	0.001444	20.000000	0.000000	3.638366	Infinity	0.000000	-1.000000	1.000000	0.000165	1.000000	0.058246	
GASOLINE_STORAGE	0.036453	0.001447	20.000000	0.000000	3.645348	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
LFO_STORAGE	0.036176	0.001436	20.000000	0.000000	3.617584	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
AMMONIA_STORAGE	16.163572	0.641694	20.000000	0.000000	1616.357215	Infinity	0.000000	-1.000000	1.000000	0.000439	1.000000	0.058246	
METHANOL_STORAGE	0.052402	0.002080	20.000000	0.000000	5.240153	Infinity	0.000000	-1.000000	1.000000	0.000163	1.000000	0.058246	
CO2_STORAGE	0.083894	0.000839	30.000000	0.000000	0.001695	Infinity	0.000000	-1.000000	1.000000	0.000055	1.000000	0.041639	
PT_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
ST_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
TS_COLD	22676.171910	272.114063	20.000000	0.000000	907.046876	Infinity	0.000000	-1.000000	1.000000	0.012228	1.000000	0.058246	
CAES	389.370768	31.798246	50.000000	0.000000	9.999763	10.000000	0.000000	-1.000000	1.000000	0.038958	1.000000	0.028572	
EFFICIENCY	0.000000	0.000000	1.000000	0.000000	0.985222	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	1.015000	
DHN	12177.418274	0.000000	60.000000	0.000000	14.744779	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.025393	
GRID	192063.745984	0.000000	80.000000	0.000000	2.563617	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
PT_COLLECTOR	0.001537	0.000021	25.000000	0.000000	0.000000	20.000000	0.000000	-1.000000	1.000000	0.000449	1.000000	0.048263	
ST_COLLECTOR	1999.999997	100.000000	25.000000	0.000000	20.000000	20.000000	0.000000	-1.000000	1.000000	0.205668	1.000000	0.048263	
H2_ELECTROLYSIS	43254.240560	297.372917	15.000000	0.000000	15.532205	Infinity	0.000000	-1.000000	1.000000	0.804880	0.894600	0.074944	
SMR	766.269168	63.681859	25.000000	0.000000	0.988314	Infinity	0.000000	-1.000000	1.000000	0.203016	0.854840	0.048263	
H2_BIOMASS	0.001944	0.000079	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.001963	0.854840	0.048263	
GASIFICATION_SNG	0.002893	0.000101	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.005494	0.844900	0.048263	
SYN_METHANATION	0.001848	0.000354	40.000000	0.000000	0.000005	Infinity	0.000000	-1.000000	1.000000	0.018264	1.000000	0.033427	
BIOMETHANATION	0.010699	0.000130	20.000000	0.000000	0.000010	Infinity	0.000000	-1.000000	1.000000	0.080019	0.844900	0.058246	
BIO_HYDROLYSIS	4267.353555	255.645159	15.000000	0.000000	2.355364	Infinity	0.000000	-1.000000	1.000000	0.844900	0.844900	0.074944	
PYROLYSIS_TO_LFO	0.005286	0.000126	25.000000	0.000000	0.000002	Infinity	0.000000	-1.000000	1.000000	0.017356	0.844900	0.048263	
PYROLYSIS_TO_FUELS	0.001616	0.000024	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.000982	0.844900	0.048263	
ATM_CCS	0.002580	0.000063	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.001730	1.000000	0.033427	
INDUSTRY_CCS	0.002760	0.000067	40.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.004357	1.000000	0.033427	
AMMONIA_TO_H2	0.002795	0.000227	25.000000	0.000000	0.000004	Infinity	0.000000	-1.000000	1.000000	0.008037	0.854840	0.048263	
