Name	C_inv	C_maint	C_op
BIOMASS_TO_METHANOL	45.347243	6.260274	0.000000
DAM_STORAGE	0.000000	0.000000	0.000000
PHS	153.000852	0.000000	0.000000
BATT_LI	0.000590	0.000010	0.000000
BEV_BATT	0.000000	0.000000	0.000000
PHEV_BATT	0.000000	0.000000	0.000000
TS_DEC_DIRECT_ELEC	138.585070	16.656812	0.000000
TS_DEC_HP_ELEC	203.198932	24.422879	0.000000
TS_DEC_THHP_GAS	0.000277	0.000033	0.000000
TS_DEC_COGEN_GAS	0.000279	0.000034	0.000000
TS_DEC_COGEN_OIL	0.000281	0.000034	0.000000
TS_DEC_ADVCOGEN_GAS	0.000276	0.000033	0.000000
TS_DEC_ADVCOGEN_H2	0.000274	0.000033	0.000000
TS_DEC_BOILER_GAS	0.000278	0.000033	0.000000
TS_DEC_BOILER_WOOD	0.000282	0.000034	0.000000
TS_DEC_BOILER_OIL	0.000281	0.000034	0.000000
TS_DHN_DAILY	0.000288	0.000025	0.000000
TS_DHN_SEASONAL	122.309325	12.885771	0.000000
TS_HIGH_TEMP	225.309378	46.633263	0.000000
GAS_STORAGE	17.584889	16.114909	0.000000
H2_STORAGE	85.200374	7.089375	0.000000
DIESEL_STORAGE	0.002119	0.001444	0.000000
GASOLINE_STORAGE	0.002123	0.001447	0.000000
LFO_STORAGE	0.002107	0.001436	0.000000
AMMONIA_STORAGE	0.941459	0.641694	0.000000
METHANOL_STORAGE	0.003052	0.002080	0.000000
CO2_STORAGE	0.003493	0.000839	0.000000
PT_STORAGE	0.000000	0.000000	0.000000
ST_STORAGE	0.000000	0.000000	0.000000
TS_COLD	1320.790320	272.114063	0.000000
CAES	11.124978	31.798246	0.000000
EFFICIENCY	0.000000	0.000000	0.000000
DHN	309.226387	0.000000	0.000000
GRID	4138.651651	0.000000	0.000000
PT_COLLECTOR	0.000074	0.000021	0.000000
ST_COLLECTOR	96.526908	100.000000	0.000000
H2_ELECTROLYSIS	3241.661188	297.372917	0.000000
SMR	36.982797	63.681859	0.000000
H2_BIOMASS	0.000094	0.000079	0.000000
GASIFICATION_SNG	0.000140	0.000101	0.000000
SYN_METHANATION	0.000062	0.000354	0.000000
BIOMETHANATION	0.000623	0.000130	0.000000
BIO_HYDROLYSIS	319.814063	255.645159	0.000000
PYROLYSIS_TO_LFO	0.000255	0.000126	0.000000
PYROLYSIS_TO_FUELS	0.000078	0.000024	0.000000
ATM_CCS	0.000086	0.000063	0.000000
INDUSTRY_CCS	0.000092	0.000067	0.000000
AMMONIA_TO_H2	0.000135	0.000227	0.000000
ELECTRICITY	0.000000	0.000000	750.014279
GASOLINE	0.000000	0.000000	0.000056
DIESEL	0.000000	0.000000	2997.447546
BIOETHANOL	0.000000	0.000000	0.000082
BIODIESEL	0.000000	0.000000	754.674240
LFO	0.000000	0.000000	0.000283
GAS	0.000000	0.000000	0.000233
GAS_RE	0.000000	0.000000	0.000014
WOOD	0.000000	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000	0.000000
COAL	0.000000	0.000000	0.000074
URANIUM	0.000000	0.000000	0.000000
WASTE	0.000000	0.000000	881.793755
H2	0.000000	0.000000	0.000001
H2_RE	0.000000	0.000000	0.000034
AMMONIA	0.000000	0.000000	0.000132
METHANOL	0.000000	0.000000	0.000202
AMMONIA_RE	0.000000	0.000000	0.001222
METHANOL_RE	0.000000	0.000000	0.000899
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
PT_HEAT	0.000000	0.000000	0.000000
ST_HEAT	0.000000	0.000000	0.000000
