Name	C_inv	C_maint	C_op
TS_DEC_ADVCOGEN_H2	0.000017	0.000002	0.000000
TS_DEC_BOILER_GAS	0.000018	0.000002	0.000000
TS_DEC_BOILER_WOOD	0.000018	0.000002	0.000000
TS_DEC_BOILER_OIL	0.000018	0.000002	0.000000
TS_DHN_DAILY	0.000021	0.000002	0.000000
TS_DHN_SEASONAL	4.228780	0.445519	0.000000
TS_HIGH_TEMP	0.000020	0.000004	0.000000
GAS_STORAGE	15.111507	13.848285	0.000000
H2_STORAGE	0.000221	0.000018	0.000000
DIESEL_STORAGE	0.000122	0.000083	0.000000
GASOLINE_STORAGE	0.000122	0.000083	0.000000
LFO_STORAGE	0.000123	0.000084	0.000000
AMMONIA_STORAGE	0.000123	0.000084	0.000000
METHANOL_STORAGE	0.003464	0.002361	0.000000
CO2_STORAGE	0.000209	0.000050	0.000000
PT_STORAGE	0.000000	0.000000	0.000000
ST_STORAGE	0.000000	0.000000	0.000000
TS_COLD	0.000175	0.000036	0.000000
CAES	0.000067	0.000191	0.000000
EFFICIENCY	0.000000	0.000000	0.000000
DHN	21.121042	0.000000	0.000000
GRID	1687.987066	0.000000	0.000000
PT_COLLECTOR	0.000000	0.000000	0.000000
ST_COLLECTOR	0.000000	0.000000	0.000000
H2_ELECTROLYSIS	0.000011	0.000001	0.000000
SMR	0.000027	0.000046	0.000000
H2_BIOMASS	0.000007	0.000006	0.000000
GASIFICATION_SNG	0.000007	0.000005	0.000000
SYN_METHANATION	0.000001	0.000008	0.000000
BIOMETHANATION	16.571846	3.462985	0.000000
BIO_HYDROLYSIS	0.000013	0.000010	0.000000
PYROLYSIS_TO_LFO	0.000010	0.000005	0.000000
PYROLYSIS_TO_FUELS	0.000007	0.000002	0.000000
ATM_CCS	0.000006	0.000004	0.000000
INDUSTRY_CCS	0.000006	0.000004	0.000000
AMMONIA_TO_H2	0.000003	0.000005	0.000000
ELECTRICITY	0.000000	0.000000	0.000024
GASOLINE	0.000000	0.000000	0.000009
DIESEL	0.000000	0.000000	772.890578
BIOETHANOL	0.000000	0.000000	0.000006
BIODIESEL	0.000000	0.000000	0.000010
LFO	0.000000	0.000000	95.501291
GAS	0.000000	0.000000	3073.935974
GAS_RE	0.000000	0.000000	0.000001
WOOD	0.000000	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000	0.000000
COAL	0.000000	0.000000	0.000756
URANIUM	0.000000	0.000000	166.475431
WASTE	0.000000	0.000000	0.000041
H2	0.000000	0.000000	0.000000
H2_RE	0.000000	0.000000	0.000000
AMMONIA	0.000000	0.000000	7.283816
METHANOL	0.000000	0.000000	0.000033
AMMONIA_RE	0.000000	0.000000	0.000016
METHANOL_RE	0.000000	0.000000	0.000010
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
PT_HEAT	0.000000	0.000000	0.000000
ST_HEAT	0.000000	0.000000	0.000000
