TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
DEC_THHP_GAS	5910.141106	154.415237	20.000000	0.000000	16.310587	Infinity	0.000000	1.000000	1.000000	0.403085	1.000000	0.058246	6229.502395
DEC_COGEN_GAS	0.000159	0.000010	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000495	1.000000	0.058246	0.000107
DEC_COGEN_OIL	0.000103	0.000006	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000222	1.000000	0.058246	0.000074
DEC_ADVCOGEN_GAS	0.000264	0.000005	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000222	1.000000	0.058246	0.000080
DEC_ADVCOGEN_H2	0.000193	0.000003	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000076	1.000000	0.058246	0.000046
DEC_BOILER_GAS	0.000187	0.000005	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.003285	1.000000	0.067080	0.000021
DEC_BOILER_WOOD	0.000217	0.000006	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.001401	1.000000	0.067080	0.000008
DEC_BOILER_OIL	0.000069	0.000003	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000535	1.000000	0.067080	0.000009
DEC_SOLAR	0.001021	0.000011	20.000000	0.000000	0.000001	30.000000	0.000000	0.000000	1.000000	0.000958	1.000000	0.058246	0.000298
DEC_DIRECT_ELEC	0.000068	0.000000	15.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.000432	1.000000	0.074944	0.000002
DEC_THHP_GAS_COLD	0.000216	0.000006	20.000000	0.000000	0.000001	Infinity	0.000000	0.783771	1.000000	0.004172	1.000000	0.058246	0.000243
DEC_ELEC_COLD	0.000122	0.000005	18.000000	0.000000	0.000000	Infinity	0.000000	0.216229	1.000000	0.001151	1.000000	0.063806	0.000038
IND_ELEC_COLD	125.179284	1.010892	20.000000	0.000000	0.188248	Infinity	0.000000	1.000000	1.000000	0.950000	0.950000	0.058246	32.903871
TRAMWAY_TROLLEY	0.000000	0.000000	30.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.342466	0.041639	0.000000
BUS_COACH_DIESEL	8114.579816	429.015978	15.000000	0.000000	14.040523	Infinity	0.000000	0.500000	1.000000	0.296804	0.296804	0.074944	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.296804	0.074944	0.000000
TRAIN_PUB	60240.800000	2174.109974	40.000000	40.000000	40.000000	Infinity	0.000000	0.500000	0.500000	0.104182	0.275073	0.033427	0.000000
CAR_GASOLINE	0.000061	0.000003	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000076	0.051370	0.108434	0.000000
CAR_DIESEL	0.000038	0.000002	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000042	0.051370	0.108434	0.000000
CAR_NG	0.000018	0.000001	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000024	0.051370	0.108434	0.000000
CAR_METHANOL	0.000042	0.000002	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000055	0.051370	0.108434	0.000000
CAR_HEV	0.000013	0.000001	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000018	0.051370	0.108434	0.000000
CAR_PHEV	0.003640	0.000271	10.000000	0.000000	0.000008	Infinity	0.000000	0.000000	1.000000	0.002301	0.051370	0.108434	0.000000
CAR_BEV	70387.198610	1622.460379	10.000000	0.000000	162.246038	Infinity	0.000000	1.000000	1.000000	0.051370	0.051370	0.108434	0.000000
CAR_FUEL_CELL	0.000014	0.000000	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000015	0.051370	0.108434	0.000000
TRAIN_FREIGHT	347.778748	6.955281	40.000000	0.000000	3.330576	Infinity	0.000000	1.000000	1.000000	0.342466	0.342466	0.033427	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.114155	0.033427	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.114155	0.033427	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.114155	0.033427	0.000000
TRUCK_DIESEL	0.000006	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000015	0.092593	0.074944	0.000000
TRUCK_METHANOL	0.000061	0.000003	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000162	0.092593	0.074944	0.000000
TRUCK_FUEL_CELL	0.000064	0.000002	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000139	0.092593	0.074944	0.000000
TRUCK_ELEC	0.000001	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000002	0.092593	0.074944	0.000000
TRUCK_NG	13129.623179	685.733653	15.000000	0.000000	36.955706	Infinity	0.000000	1.000000	1.000000	0.092593	0.092593	0.074944	0.000000
HABER_BOSCH	0.000498	0.000009	20.000000	0.000000	0.000001	Infinity	0.000000	1.000000	1.000000	0.004289	0.994000	0.058246	0.000000
OIL_TO_HVC	45.083712	0.210601	15.000000	0.000000	0.100286	Infinity	0.000000	0.999998	1.000000	0.993999	0.994000	0.074944	0.000000
GAS_TO_HVC	0.000135	0.000003	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000392	0.994000	0.048263	0.000000
BIOMASS_TO_HVC	0.000327	0.000005	20.000000	0.000000	0.000000	Infinity	0.000000	0.000001	1.000000	0.000750	0.994000	0.058246	0.000000
METHANOL_TO_HVC	0.000094	0.000007	20.000000	0.000000	0.000000	Infinity	0.000000	0.000001	1.000000	0.000600	0.994000	0.058246	0.000000
SYN_METHANOLATION	0.000205	0.000004	20.000000	0.000000	0.000000	Infinity	0.000000	0.000008	1.000000	0.000452	0.944300	0.058246	0.000000
METHANE_TO_METHANOL	8.158330	0.282339	25.000000	0.000000	0.006736	Infinity	0.000000	0.999984	1.000000	0.844900	0.844900	0.048263	0.000000
BIOMASS_TO_METHANOL	0.000312	0.000003	20.000000	0.000000	0.000000	Infinity	0.000000	0.000008	1.000000	0.000467	0.994000	0.058246	0.000000
DAM_STORAGE	0.000000	0.000000	1.000000	7500.000000	7500.000002	9900.000000	0.000000	-1.000000	1.000000	0.000158	1.000000	1.015000	
PHS	39519.910407	0.000000	50.000000	369.000000	369.000097	1700.000000	0.000000	-1.000000	1.000000	0.000114	1.000000	0.028572	
BATT_LI	0.000401	0.000000	15.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.000026	1.000000	0.074944	
BEV_BATT	0.000000	0.000000	1.000000	0.000000	160.958371	Infinity	0.000000	-1.000000	1.000000	0.005507	1.000000	1.015000	
PHEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000002	Infinity	0.000000	-1.000000	1.000000	0.000112	1.000000	1.015000	
TS_DEC_DIRECT_ELEC	0.000306	0.000002	20.000000	0.000000	0.000016	Infinity	0.000000	-1.000000	1.000000	0.000280	1.000000	0.058246	
TS_DEC_HP_ELEC	0.000310	0.000002	20.000000	0.000000	0.000016	Infinity	0.000000	-1.000000	1.000000	0.000519	1.000000	0.058246	
TS_DEC_THHP_GAS	973.974634	6.818474	20.000000	0.000000	51.342891	Infinity	0.000000	-1.000000	1.000000	0.033717	1.000000	0.058246	
TS_DEC_COGEN_GAS	0.000314	0.000002	20.000000	0.000000	0.000017	Infinity	0.000000	-1.000000	1.000000	0.000366	1.000000	0.058246	
TS_DEC_COGEN_OIL	0.000307	0.000002	20.000000	0.000000	0.000016	Infinity	0.000000	-1.000000	1.000000	0.000261	1.000000	0.058246	
TS_DEC_ADVCOGEN_GAS	0.000308	0.000002	20.000000	0.000000	0.000016	Infinity	0.000000	-1.000000	1.000000	0.000284	1.000000	0.058246	
TS_DEC_ADVCOGEN_H2	0.000299	0.000002	20.000000	0.000000	0.000016	Infinity	0.000000	-1.000000	1.000000	0.000153	1.000000	0.058246	
TS_DEC_BOILER_GAS	0.000307	0.000002	20.000000	0.000000	0.000016	Infinity	0.000000	-1.000000	1.000000	0.000685	1.000000	0.058246	
TS_DEC_BOILER_WOOD	0.000304	0.000002	20.000000	0.000000	0.000016	Infinity	0.000000	-1.000000	1.000000	0.000415	1.000000	0.058246	
TS_DEC_BOILER_OIL	0.000306	0.000002	20.000000	0.000000	0.000016	Infinity	0.000000	-1.000000	1.000000	0.000287	1.000000	0.058246	
TS_DHN_DAILY	0.000614	0.000002	40.000000	0.000000	0.000205	Infinity	0.000000	-1.000000	1.000000	0.000737	1.000000	0.033427	
TS_DHN_SEASONAL	87.618680	0.445519	25.000000	0.000000	148.506238	Infinity	0.000000	-1.000000	1.000000	0.001003	1.000000	0.048263	
TS_HIGH_TEMP	0.000407	0.000004	25.000000	0.000000	0.000015	Infinity	0.000000	-1.000000	1.000000	0.002439	1.000000	0.048263	
GAS_STORAGE	528.898018	13.848285	50.000000	0.000000	10577.960353	Infinity	0.000000	-1.000000	1.000000	0.000174	1.000000	0.028572	
H2_STORAGE	0.003789	0.000018	20.000000	0.000000	0.000612	Infinity	0.000000	-1.000000	1.000000	0.000021	1.000000	0.058246	
DIESEL_STORAGE	0.002101	0.000083	20.000000	0.000000	0.210128	Infinity	0.000000	-1.000000	1.000000	0.000084	1.000000	0.058246	
GASOLINE_STORAGE	0.002098	0.000083	20.000000	0.000000	0.209838	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
LFO_STORAGE	0.002108	0.000084	20.000000	0.000000	0.210761	Infinity	0.000000	-1.000000	1.000000	0.000013	1.000000	0.058246	
AMMONIA_STORAGE	0.002115	0.000084	20.000000	0.000000	0.211541	Infinity	0.000000	-1.000000	1.000000	0.000056	1.000000	0.058246	
METHANOL_STORAGE	0.059472	0.002361	20.000000	0.000000	5.947190	Infinity	0.000000	-1.000000	1.000000	0.000133	1.000000	0.058246	
CO2_STORAGE	0.005019	0.000050	30.000000	0.000000	0.000101	Infinity	0.000000	-1.000000	1.000000	0.000022	1.000000	0.041639	
PT_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
ST_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
TS_COLD	0.003011	0.000036	20.000000	0.000000	0.000120	Infinity	0.000000	-1.000000	1.000000	0.003793	1.000000	0.058246	
CAES	0.002338	0.000191	50.000000	0.000000	0.000060	Infinity	0.000000	-1.000000	1.000000	0.000093	1.000000	0.028572	
EFFICIENCY	0.000000	0.000000	1.000000	0.000000	0.985222	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	1.015000	
DHN	831.752311	0.000000	60.000000	0.000000	1.007110	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.025393	
GRID	78334.961844	0.000000	80.000000	0.000000	1.045595	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
PT_COLLECTOR	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
ST_COLLECTOR	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
H2_ELECTROLYSIS	0.000153	0.000001	15.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000226	0.894600	0.074944	
SMR	0.000553	0.000046	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.006086	0.854840	0.048263	
H2_BIOMASS	0.000143	0.000006	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000121	0.854840	0.048263	
GASIFICATION_SNG	0.000148	0.000005	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000150	0.844900	0.048263	
SYN_METHANATION	0.000042	0.000008	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000255	1.000000	0.033427	
BIOMETHANATION	284.516042	3.462985	20.000000	0.000000	0.253530	Infinity	0.000000	-1.000000	1.000000	0.844900	0.844900	0.058246	
BIO_HYDROLYSIS	0.000175	0.000010	15.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000723	0.844900	0.074944	
PYROLYSIS_TO_LFO	0.000206	0.000005	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000452	0.844900	0.048263	
PYROLYSIS_TO_FUELS	0.000155	0.000002	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000104	0.844900	0.048263	
ATM_CCS	0.000168	0.000004	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000058	1.000000	0.033427	
INDUSTRY_CCS	0.000167	0.000004	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000117	1.000000	0.033427	
AMMONIA_TO_H2	0.000064	0.000005	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000086	0.854840	0.048263	
