Name	C_inv	C_maint	C_op
BOAT_FREIGHT_NG	0.000000	0.000000	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000	0.000000
TRUCK_DIESEL	0.000001	0.000001	0.000000
TRUCK_METHANOL	0.000017	0.000012	0.000000
TRUCK_FUEL_CELL	0.000090	0.000034	0.000000
TRUCK_ELEC	0.000001	0.000000	0.000000
TRUCK_NG	7406.405796	5161.450598	0.000000
HABER_BOSCH	0.000392	0.000116	0.000000
OIL_TO_HVC	147.619034	9.201205	0.000000
GAS_TO_HVC	0.000087	0.000040	0.000000
BIOMASS_TO_HVC	0.000238	0.000064	0.000000
METHANOL_TO_HVC	0.000068	0.000092	0.000000
SYN_METHANOLATION	0.000130	0.000040	0.000000
METHANE_TO_METHANOL	11.182402	8.018383	0.000000
BIOMASS_TO_METHANOL	0.000238	0.000033	0.000000
DAM_STORAGE	0.000000	0.000000	0.000000
PHS	153.001206	0.000000	0.000000
BATT_LI	0.000514	0.000008	0.000000
BEV_BATT	0.000000	0.000000	0.000000
PHEV_BATT	0.000000	0.000000	0.000000
TS_DEC_DIRECT_ELEC	107.034332	12.864666	0.000000
TS_DEC_HP_ELEC	0.000363	0.000044	0.000000
TS_DEC_THHP_GAS	126.988255	15.262968	0.000000
TS_DEC_COGEN_GAS	0.000288	0.000035	0.000000
TS_DEC_COGEN_OIL	0.000283	0.000034	0.000000
TS_DEC_ADVCOGEN_GAS	0.000282	0.000034	0.000000
TS_DEC_ADVCOGEN_H2	0.000277	0.000033	0.000000
TS_DEC_BOILER_GAS	0.000281	0.000034	0.000000
TS_DEC_BOILER_WOOD	0.000283	0.000034	0.000000
TS_DEC_BOILER_OIL	0.000282	0.000034	0.000000
TS_DHN_DAILY	0.000286	0.000025	0.000000
TS_DHN_SEASONAL	90.847478	9.571141	0.000000
TS_HIGH_TEMP	0.000364	0.000075	0.000000
GAS_STORAGE	55.691078	51.035673	0.000000
H2_STORAGE	0.003962	0.000330	0.000000
DIESEL_STORAGE	0.001388	0.000946	0.000000
GASOLINE_STORAGE	0.001381	0.000941	0.000000
LFO_STORAGE	0.001372	0.000935	0.000000
AMMONIA_STORAGE	0.001372	0.000935	0.000000
METHANOL_STORAGE	0.013262	0.009040	0.000000
CO2_STORAGE	0.003663	0.000880	0.000000
PT_STORAGE	0.000000	0.000000	0.000000
ST_STORAGE	0.000000	0.000000	0.000000
TS_COLD	1369.660127	282.182400	0.000000
CAES	11.124122	31.795799	0.000000
EFFICIENCY	0.000000	0.000000	0.000000
DHN	314.469583	0.000000	0.000000
GRID	2549.140922	0.000000	0.000000
PT_COLLECTOR	0.000052	0.000015	0.000000
ST_COLLECTOR	96.526908	100.000000	0.000000
H2_ELECTROLYSIS	0.000178	0.000016	0.000000
SMR	0.000338	0.000581	0.000000
H2_BIOMASS	0.000076	0.000064	0.000000
GASIFICATION_SNG	0.000082	0.000059	0.000000
SYN_METHANATION	0.000015	0.000088	0.000000
BIOMETHANATION	108.770193	22.729483	0.000000
BIO_HYDROLYSIS	0.000174	0.000139	0.000000
PYROLYSIS_TO_LFO	0.000115	0.000057	0.000000
PYROLYSIS_TO_FUELS	0.000077	0.000023	0.000000
ATM_CCS	0.000059	0.000043	0.000000
INDUSTRY_CCS	0.000061	0.000044	0.000000
AMMONIA_TO_H2	0.000036	0.000060	0.000000
ELECTRICITY	0.000000	0.000000	744.929686
GASOLINE	0.000000	0.000000	0.000074
DIESEL	0.000000	0.000000	4956.606156
BIOETHANOL	0.000000	0.000000	0.000064
BIODIESEL	0.000000	0.000000	0.000172
LFO	0.000000	0.000000	4172.469007
GAS	0.000000	0.000000	14260.839524
GAS_RE	0.000000	0.000000	0.000079
WOOD	0.000000	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000	0.000000
COAL	0.000000	0.000000	618.026220
URANIUM	0.000000	0.000000	0.000000
WASTE	0.000000	0.000000	117.702326
H2	0.000000	0.000000	0.000002
H2_RE	0.000000	0.000000	0.000001
AMMONIA	0.000000	0.000000	892.483813
METHANOL	0.000000	0.000000	0.000440
AMMONIA_RE	0.000000	0.000000	0.000337
METHANOL_RE	0.000000	0.000000	0.000170
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
PT_HEAT	0.000000	0.000000	0.000000
ST_HEAT	0.000000	0.000000	0.000000
