TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
BOAT_FREIGHT_METHANOL	0.000000	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.114155	0.033427	0.000000
TRUCK_DIESEL	0.000015	0.000001	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000039	0.092593	0.074944	0.000000
TRUCK_METHANOL	0.000221	0.000012	15.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000585	0.092593	0.074944	0.000000
TRUCK_FUEL_CELL	0.001205	0.000034	15.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.002596	0.092593	0.074944	0.000000
TRUCK_ELEC	0.000017	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000033	0.092593	0.074944	0.000000
TRUCK_NG	98825.398278	5161.450598	15.000000	0.000000	278.162008	Infinity	0.000000	1.000000	1.000000	0.092593	0.092593	0.074944	0.000000
HABER_BOSCH	0.006724	0.000116	20.000000	0.000000	0.000007	Infinity	0.000000	1.000000	1.000000	0.059049	0.994000	0.058246	0.000000
OIL_TO_HVC	1969.715163	9.201205	15.000000	0.000000	4.381526	Infinity	0.000000	0.999999	1.000000	0.994000	0.994000	0.074944	0.000000
GAS_TO_HVC	0.001805	0.000040	25.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.005262	0.994000	0.048263	0.000000
BIOMASS_TO_HVC	0.004091	0.000064	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.009890	0.994000	0.058246	0.000000
METHANOL_TO_HVC	0.001159	0.000092	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.008232	0.994000	0.058246	0.000000
SYN_METHANOLATION	0.002235	0.000040	20.000000	0.000000	0.000001	Infinity	0.000000	0.000003	1.000000	0.005260	0.944300	0.058246	0.000000
METHANE_TO_METHANOL	231.695030	8.018383	25.000000	0.000000	0.191300	Infinity	0.000000	0.999993	1.000000	0.844900	0.844900	0.048263	0.000000
BIOMASS_TO_METHANOL	0.004089	0.000033	20.000000	0.000000	0.000001	Infinity	0.000000	0.000004	1.000000	0.006740	0.994000	0.058246	0.000000
DAM_STORAGE	0.000000	0.000000	1.000000	0.000000	271.875759	8192.000000	0.000000	-1.000000	1.000000	0.001975	1.000000	1.015000	
PHS	5354.994477	0.000000	50.000000	20.000000	49.999948	50.000000	0.000000	-1.000000	1.000000	0.034356	1.000000	0.028572	
BATT_LI	0.006856	0.000008	15.000000	0.000000	0.000014	Infinity	0.000000	-1.000000	1.000000	0.004656	1.000000	0.074944	
BEV_BATT	0.000000	0.000000	1.000000	0.000000	728.609340	Infinity	0.000000	-1.000000	1.000000	0.002662	1.000000	1.015000	
PHEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	1.015000	
TS_DEC_DIRECT_ELEC	1837.633787	12.864666	20.000000	0.000000	96.870521	Infinity	0.000000	-1.000000	1.000000	0.029532	1.000000	0.058246	
TS_DEC_HP_ELEC	0.006236	0.000044	20.000000	0.000000	0.000329	Infinity	0.000000	-1.000000	1.000000	0.029276	1.000000	0.058246	
TS_DEC_THHP_GAS	2180.215482	15.262968	20.000000	0.000000	114.929651	Infinity	0.000000	-1.000000	1.000000	0.032805	1.000000	0.058246	
TS_DEC_COGEN_GAS	0.004938	0.000035	20.000000	0.000000	0.000260	Infinity	0.000000	-1.000000	1.000000	0.001783	1.000000	0.058246	
TS_DEC_COGEN_OIL	0.004858	0.000034	20.000000	0.000000	0.000256	Infinity	0.000000	-1.000000	1.000000	0.001530	1.000000	0.058246	
TS_DEC_ADVCOGEN_GAS	0.004844	0.000034	20.000000	0.000000	0.000255	Infinity	0.000000	-1.000000	1.000000	0.001246	1.000000	0.058246	
TS_DEC_ADVCOGEN_H2	0.004749	0.000033	20.000000	0.000000	0.000250	Infinity	0.000000	-1.000000	1.000000	0.000847	1.000000	0.058246	
TS_DEC_BOILER_GAS	0.004826	0.000034	20.000000	0.000000	0.000254	Infinity	0.000000	-1.000000	1.000000	0.005053	1.000000	0.058246	
TS_DEC_BOILER_WOOD	0.004857	0.000034	20.000000	0.000000	0.000256	Infinity	0.000000	-1.000000	1.000000	0.002390	1.000000	0.058246	
TS_DEC_BOILER_OIL	0.004834	0.000034	20.000000	0.000000	0.000255	Infinity	0.000000	-1.000000	1.000000	0.002047	1.000000	0.058246	
TS_DHN_DAILY	0.008565	0.000025	40.000000	0.000000	0.002855	Infinity	0.000000	-1.000000	1.000000	0.000589	1.000000	0.033427	
TS_DHN_SEASONAL	1882.324414	9.571141	25.000000	0.000000	3190.380363	Infinity	0.000000	-1.000000	1.000000	0.001096	1.000000	0.048263	
TS_HIGH_TEMP	0.007545	0.000075	25.000000	0.000000	0.000269	Infinity	0.000000	-1.000000	1.000000	0.029436	1.000000	0.048263	
GAS_STORAGE	1949.170363	51.035673	50.000000	0.000000	38983.407260	Infinity	0.000000	-1.000000	1.000000	0.000204	1.000000	0.028572	
H2_STORAGE	0.068024	0.000330	20.000000	0.000000	0.010989	Infinity	0.000000	-1.000000	1.000000	0.000021	1.000000	0.058246	
DIESEL_STORAGE	0.023826	0.000946	20.000000	0.000000	2.382612	Infinity	0.000000	-1.000000	1.000000	0.000106	1.000000	0.058246	
GASOLINE_STORAGE	0.023707	0.000941	20.000000	0.000000	2.370705	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
LFO_STORAGE	0.023563	0.000935	20.000000	0.000000	2.356268	Infinity	0.000000	-1.000000	1.000000	0.000006	1.000000	0.058246	
AMMONIA_STORAGE	0.023560	0.000935	20.000000	0.000000	2.355990	Infinity	0.000000	-1.000000	1.000000	0.000044	1.000000	0.058246	
METHANOL_STORAGE	0.227696	0.009040	20.000000	0.000000	22.769564	Infinity	0.000000	-1.000000	1.000000	0.000873	1.000000	0.058246	
CO2_STORAGE	0.087978	0.000880	30.000000	0.000000	0.001777	Infinity	0.000000	-1.000000	1.000000	0.000014	1.000000	0.041639	
PT_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
ST_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
TS_COLD	23515.199986	282.182400	20.000000	0.000000	940.607999	Infinity	0.000000	-1.000000	1.000000	0.011117	1.000000	0.058246	
CAES	389.340810	31.795799	50.000000	0.000000	9.998994	10.000000	0.000000	-1.000000	1.000000	0.039725	1.000000	0.028572	
EFFICIENCY	0.000000	0.000000	1.000000	0.000000	0.985222	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	1.015000	
DHN	12383.896735	0.000000	60.000000	0.000000	14.994789	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.025393	
GRID	118298.807399	0.000000	80.000000	0.000000	1.579022	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
PT_COLLECTOR	0.001078	0.000015	25.000000	0.000000	0.000000	20.000000	0.000000	-1.000000	1.000000	0.000323	1.000000	0.048263	
ST_COLLECTOR	1999.999997	100.000000	25.000000	0.000000	20.000000	20.000000	0.000000	-1.000000	1.000000	0.256998	1.000000	0.048263	
H2_ELECTROLYSIS	0.002380	0.000016	15.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.004556	0.894600	0.074944	
SMR	0.006996	0.000581	25.000000	0.000000	0.000009	Infinity	0.000000	-1.000000	1.000000	0.076713	0.854840	0.048263	
H2_BIOMASS	0.001577	0.000064	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.001595	0.854840	0.048263	
GASIFICATION_SNG	0.001699	0.000059	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.002117	0.844900	0.048263	
SYN_METHANATION	0.000460	0.000088	40.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.002790	1.000000	0.033427	
BIOMETHANATION	1867.436147	22.729483	20.000000	0.000000	1.664055	Infinity	0.000000	-1.000000	1.000000	0.844900	0.844900	0.058246	
BIO_HYDROLYSIS	0.002318	0.000139	15.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.010294	0.844900	0.074944	
PYROLYSIS_TO_LFO	0.002387	0.000057	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.005881	0.844900	0.048263	
PYROLYSIS_TO_FUELS	0.001589	0.000023	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.000895	0.844900	0.048263	
ATM_CCS	0.001766	0.000043	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000675	1.000000	0.033427	
INDUSTRY_CCS	0.001818	0.000044	40.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.001307	1.000000	0.033427	
AMMONIA_TO_H2	0.000741	0.000060	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.001223	0.854840	0.048263	
