TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
TRUCK_DIESEL	0.000054	0.000003	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000195	0.092593	0.074944	0.000000
TRUCK_METHANOL	0.000006	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000077	0.092593	0.074944	0.000000
TRUCK_FUEL_CELL	0.001736	0.000049	15.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.003796	0.092593	0.074944	0.000000
TRUCK_ELEC	0.000153	0.000004	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000488	0.092593	0.074944	0.000000
TRUCK_NG	27825.426956	1453.265751	15.000000	0.000000	78.319711	Infinity	0.000000	1.000000	1.000000	0.092593	0.092593	0.074944	0.000000
HABER_BOSCH	0.000810	0.000014	20.000000	0.000000	0.000001	Infinity	0.000000	1.000000	1.000000	0.000772	0.994000	0.058246	0.000000
OIL_TO_HVC	0.001049	0.000005	15.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.007840	0.994000	0.074944	0.000000
GAS_TO_HVC	0.000818	0.000018	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000526	0.994000	0.048263	0.000000
BIOMASS_TO_HVC	0.001455	0.000023	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.002583	0.994000	0.058246	0.000000
METHANOL_TO_HVC	3795.533307	300.145086	20.000000	0.000000	4.783341	Infinity	0.000000	1.000000	1.000000	0.994000	0.994000	0.058246	0.000000
SYN_METHANOLATION	0.001164	0.000021	20.000000	0.000000	0.000000	Infinity	0.000000	0.242149	1.000000	0.001636	0.944300	0.058246	0.000000
METHANE_TO_METHANOL	0.000968	0.000033	25.000000	0.000000	0.000001	Infinity	0.000000	0.353902	1.000000	0.002391	0.844900	0.048263	0.000000
BIOMASS_TO_METHANOL	0.001897	0.000015	20.000000	0.000000	0.000000	Infinity	0.000000	0.403950	1.000000	0.002729	0.994000	0.058246	0.000000
DAM_STORAGE	0.000000	0.000000	1.000000	0.000000	33.921294	8970.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	1.015000	
PHS	696.146332	0.000000	50.000000	5.000000	6.499966	6.500000	0.000000	-1.000000	1.000000	0.018386	1.000000	0.028572	
BATT_LI	0.003930	0.000005	15.000000	0.000000	0.000008	Infinity	0.000000	-1.000000	1.000000	0.002284	1.000000	0.074944	
BEV_BATT	0.000000	0.000000	1.000000	0.000000	166.640423	Infinity	0.000000	-1.000000	1.000000	0.003310	1.000000	1.015000	
PHEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000011	Infinity	0.000000	-1.000000	1.000000	0.000787	1.000000	1.015000	
TS_DEC_DIRECT_ELEC	0.002890	0.000020	20.000000	0.000000	0.000152	Infinity	0.000000	-1.000000	1.000000	0.000767	1.000000	0.058246	
TS_DEC_HP_ELEC	1352.784533	9.470397	20.000000	0.000000	71.311783	Infinity	0.000000	-1.000000	1.000000	0.031969	1.000000	0.058246	
TS_DEC_THHP_GAS	0.002896	0.000020	20.000000	0.000000	0.000153	Infinity	0.000000	-1.000000	1.000000	0.003185	1.000000	0.058246	
TS_DEC_COGEN_GAS	0.002882	0.000020	20.000000	0.000000	0.000152	Infinity	0.000000	-1.000000	1.000000	0.000752	1.000000	0.058246	
TS_DEC_COGEN_OIL	0.002878	0.000020	20.000000	0.000000	0.000152	Infinity	0.000000	-1.000000	1.000000	0.000571	1.000000	0.058246	
TS_DEC_ADVCOGEN_GAS	0.002871	0.000020	20.000000	0.000000	0.000151	Infinity	0.000000	-1.000000	1.000000	0.000572	1.000000	0.058246	
TS_DEC_ADVCOGEN_H2	0.002806	0.000020	20.000000	0.000000	0.000148	Infinity	0.000000	-1.000000	1.000000	0.000391	1.000000	0.058246	
TS_DEC_BOILER_GAS	0.002884	0.000020	20.000000	0.000000	0.000152	Infinity	0.000000	-1.000000	1.000000	0.000768	1.000000	0.058246	
TS_DEC_BOILER_WOOD	0.002883	0.000020	20.000000	0.000000	0.000152	Infinity	0.000000	-1.000000	1.000000	0.000726	1.000000	0.058246	
TS_DEC_BOILER_OIL	0.002845	0.000020	20.000000	0.000000	0.000150	Infinity	0.000000	-1.000000	1.000000	0.000615	1.000000	0.058246	
TS_DHN_DAILY	0.004396	0.000013	40.000000	0.000000	0.001465	Infinity	0.000000	-1.000000	1.000000	0.000647	1.000000	0.033427	
TS_DHN_SEASONAL	833.314976	4.237195	25.000000	0.000000	1412.398265	Infinity	0.000000	-1.000000	1.000000	0.001053	1.000000	0.048263	
TS_HIGH_TEMP	271.212258	2.709220	25.000000	0.000000	9.675785	Infinity	0.000000	-1.000000	1.000000	0.039281	1.000000	0.048263	
GAS_STORAGE	934.176929	24.459816	50.000000	0.000000	18683.538575	Infinity	0.000000	-1.000000	1.000000	0.000080	1.000000	0.028572	
H2_STORAGE	0.031455	0.000152	20.000000	0.000000	0.005082	Infinity	0.000000	-1.000000	1.000000	0.000018	1.000000	0.058246	
DIESEL_STORAGE	0.012565	0.000499	20.000000	0.000000	1.256503	Infinity	0.000000	-1.000000	1.000000	0.000156	1.000000	0.058246	
GASOLINE_STORAGE	0.012588	0.000500	20.000000	0.000000	1.258751	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
LFO_STORAGE	0.012846	0.000510	20.000000	0.000000	1.284624	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
AMMONIA_STORAGE	0.012437	0.000494	20.000000	0.000000	1.243697	Infinity	0.000000	-1.000000	1.000000	0.000034	1.000000	0.058246	
METHANOL_STORAGE	0.012610	0.000501	20.000000	0.000000	1.260979	Infinity	0.000000	-1.000000	1.000000	0.000043	1.000000	0.058246	
CO2_STORAGE	0.050754	0.000508	30.000000	0.000000	0.001025	Infinity	0.000000	-1.000000	1.000000	0.000008	1.000000	0.041639	
PT_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
ST_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
TS_COLD	0.025668	0.000308	20.000000	0.000000	0.001027	Infinity	0.000000	-1.000000	1.000000	0.002331	1.000000	0.058246	
CAES	0.000000	0.000000	50.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.028572	
EFFICIENCY	0.000000	0.000000	1.000000	0.000000	0.985222	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	1.015000	
DHN	5772.515500	0.000000	60.000000	0.000000	6.989533	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.025393	
GRID	102577.619991	0.000000	80.000000	0.000000	1.369179	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
PT_COLLECTOR	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
ST_COLLECTOR	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
H2_ELECTROLYSIS	0.001123	0.000008	15.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.001061	0.894600	0.074944	
SMR	0.000810	0.000067	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.005521	0.854840	0.048263	
H2_BIOMASS	0.000867	0.000035	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000471	0.854840	0.048263	
GASIFICATION_SNG	0.001003	0.000035	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000853	0.844900	0.048263	
SYN_METHANATION	0.000279	0.000053	40.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.001197	1.000000	0.033427	
BIOMETHANATION	0.001237	0.000015	20.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.004381	0.844900	0.058246	
BIO_HYDROLYSIS	2936.913077	175.942209	15.000000	0.000000	1.621028	Infinity	0.000000	-1.000000	1.000000	0.844900	0.844900	0.074944	
PYROLYSIS_TO_LFO	0.001250	0.000030	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.001777	0.844900	0.048263	
PYROLYSIS_TO_FUELS	0.001101	0.000016	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000523	0.844900	0.048263	
ATM_CCS	0.001091	0.000026	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000208	1.000000	0.033427	
INDUSTRY_CCS	0.001156	0.000028	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000500	1.000000	0.033427	
AMMONIA_TO_H2	0.000523	0.000042	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.001270	0.854840	0.048263	
