Name	C_inv	C_maint	C_op
PHEV_BATT	0.000000	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000168	0.000020	0.000000
TS_DEC_HP_ELEC	78.793931	9.470397	0.000000
TS_DEC_THHP_GAS	0.000169	0.000020	0.000000
TS_DEC_COGEN_GAS	0.000168	0.000020	0.000000
TS_DEC_COGEN_OIL	0.000168	0.000020	0.000000
TS_DEC_ADVCOGEN_GAS	0.000167	0.000020	0.000000
TS_DEC_ADVCOGEN_H2	0.000163	0.000020	0.000000
TS_DEC_BOILER_GAS	0.000168	0.000020	0.000000
TS_DEC_BOILER_WOOD	0.000168	0.000020	0.000000
TS_DEC_BOILER_OIL	0.000166	0.000020	0.000000
TS_DHN_DAILY	0.000147	0.000013	0.000000
TS_DHN_SEASONAL	40.218659	4.237195	0.000000
TS_HIGH_TEMP	13.089640	2.709220	0.000000
GAS_STORAGE	26.691007	24.459816	0.000000
H2_STORAGE	0.001832	0.000152	0.000000
DIESEL_STORAGE	0.000732	0.000499	0.000000
GASOLINE_STORAGE	0.000733	0.000500	0.000000
LFO_STORAGE	0.000748	0.000510	0.000000
AMMONIA_STORAGE	0.000724	0.000494	0.000000
METHANOL_STORAGE	0.000734	0.000501	0.000000
CO2_STORAGE	0.002113	0.000508	0.000000
PT_STORAGE	0.000000	0.000000	0.000000
ST_STORAGE	0.000000	0.000000	0.000000
TS_COLD	0.001495	0.000308	0.000000
CAES	0.000000	0.000000	0.000000
EFFICIENCY	0.000000	0.000000	0.000000
DHN	146.583953	0.000000	0.000000
GRID	2210.375696	0.000000	0.000000
PT_COLLECTOR	0.000000	0.000000	0.000000
ST_COLLECTOR	0.000000	0.000000	0.000000
H2_ELECTROLYSIS	0.000084	0.000008	0.000000
SMR	0.000039	0.000067	0.000000
H2_BIOMASS	0.000042	0.000035	0.000000
GASIFICATION_SNG	0.000048	0.000035	0.000000
SYN_METHANATION	0.000009	0.000053	0.000000
BIOMETHANATION	0.000072	0.000015	0.000000
BIO_HYDROLYSIS	220.105058	175.942209	0.000000
PYROLYSIS_TO_LFO	0.000060	0.000030	0.000000
PYROLYSIS_TO_FUELS	0.000053	0.000016	0.000000
ATM_CCS	0.000036	0.000026	0.000000
INDUSTRY_CCS	0.000039	0.000028	0.000000
AMMONIA_TO_H2	0.000025	0.000042	0.000000
ELECTRICITY	0.000000	0.000000	3064.343265
GASOLINE	0.000000	0.000000	0.000053
DIESEL	0.000000	0.000000	226.109299
BIOETHANOL	0.000000	0.000000	0.000088
BIODIESEL	0.000000	0.000000	864.404609
LFO	0.000000	0.000000	0.000979
GAS	0.000000	0.000000	4869.082191
GAS_RE	0.000000	0.000000	0.000108
WOOD	0.000000	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000	0.000000
COAL	0.000000	0.000000	0.000422
URANIUM	0.000000	0.000000	0.000000
WASTE	0.000000	0.000000	411.503749
H2	0.000000	0.000000	0.000001
H2_RE	0.000000	0.000000	0.000045
AMMONIA	0.000000	0.000000	0.000070
METHANOL	0.000000	0.000000	0.000124
AMMONIA_RE	0.000000	0.000000	841.727348
METHANOL_RE	0.000000	0.000000	5926.959437
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
PT_HEAT	0.000000	0.000000	0.000000
ST_HEAT	0.000000	0.000000	0.000000
