TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
GAS_STORAGE	164.374129	4.303854	50.000000	0.000000	3287.482583	Infinity	0.000000	-1.000000	1.000000	0.000181	1.000000	0.028572	
H2_STORAGE	0.008435	0.000041	20.000000	0.000000	0.001363	Infinity	0.000000	-1.000000	1.000000	0.000019	1.000000	0.058246	
DIESEL_STORAGE	0.002994	0.000119	20.000000	0.000000	0.299382	Infinity	0.000000	-1.000000	1.000000	0.000049	1.000000	0.058246	
GASOLINE_STORAGE	0.002996	0.000119	20.000000	0.000000	0.299609	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
LFO_STORAGE	0.003016	0.000120	20.000000	0.000000	0.301601	Infinity	0.000000	-1.000000	1.000000	0.000008	1.000000	0.058246	
AMMONIA_STORAGE	0.003016	0.000120	20.000000	0.000000	0.301614	Infinity	0.000000	-1.000000	1.000000	0.000023	1.000000	0.058246	
METHANOL_STORAGE	0.064343	0.002554	20.000000	0.000000	6.434296	Infinity	0.000000	-1.000000	1.000000	0.000131	1.000000	0.058246	
CO2_STORAGE	0.011882	0.000119	30.000000	0.000000	0.000240	Infinity	0.000000	-1.000000	1.000000	0.000016	1.000000	0.041639	
PT_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
ST_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
TS_COLD	0.006286	0.000075	20.000000	0.000000	0.000251	Infinity	0.000000	-1.000000	1.000000	0.002991	1.000000	0.058246	
CAES	0.005515	0.000450	50.000000	0.000000	0.000142	Infinity	0.000000	-1.000000	1.000000	0.000163	1.000000	0.028572	
EFFICIENCY	0.000000	0.000000	1.000000	0.000000	0.985222	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	1.015000	
DHN	3329.850068	0.000000	60.000000	0.000000	4.031881	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.025393	
GRID	80546.400487	0.000000	80.000000	0.000000	1.075112	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
PT_COLLECTOR	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
ST_COLLECTOR	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
H2_ELECTROLYSIS	0.000328	0.000002	15.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000553	0.894600	0.074944	
SMR	0.000356	0.000030	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.003538	0.854840	0.048263	
H2_BIOMASS	0.000247	0.000010	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000165	0.854840	0.048263	
GASIFICATION_SNG	0.000278	0.000010	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000258	0.844900	0.048263	
SYN_METHANATION	0.000077	0.000015	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000359	1.000000	0.033427	
BIOMETHANATION	284.515927	3.462983	20.000000	0.000000	0.253530	Infinity	0.000000	-1.000000	1.000000	0.844900	0.844900	0.058246	
BIO_HYDROLYSIS	0.000805	0.000048	15.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.003708	0.844900	0.074944	
PYROLYSIS_TO_LFO	0.000345	0.000008	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000632	0.844900	0.048263	
PYROLYSIS_TO_FUELS	0.000280	0.000004	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000157	0.844900	0.048263	
ATM_CCS	0.000300	0.000007	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000086	1.000000	0.033427	
INDUSTRY_CCS	0.000306	0.000007	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000192	1.000000	0.033427	
AMMONIA_TO_H2	0.000133	0.000011	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000223	0.854840	0.048263	
