Name	C_inv	C_maint	C_op
TRUCK_METHANOL	0.000071	0.000050	0.000000
TRUCK_FUEL_CELL	0.002498	0.000935	0.000000
TRUCK_ELEC	0.000101	0.000036	0.000000
TRUCK_NG	7406.403727	5161.449156	0.000000
HABER_BOSCH	0.000744	0.000219	0.000000
OIL_TO_HVC	4.610156	0.287354	0.000000
GAS_TO_HVC	0.000205	0.000094	0.000000
BIOMASS_TO_HVC	818.768413	220.723868	0.000000
METHANOL_TO_HVC	0.000216	0.000293	0.000000
SYN_METHANOLATION	0.000382	0.000118	0.000000
METHANE_TO_METHANOL	11.182256	8.018278	0.000000
BIOMASS_TO_METHANOL	0.001122	0.000155	0.000000
DAM_STORAGE	0.000000	0.000000	0.000000
PHS	153.000629	0.000000	0.000000
BATT_LI	0.001483	0.000024	0.000000
BEV_BATT	0.000000	0.000000	0.000000
PHEV_BATT	0.000000	0.000000	0.000000
TS_DEC_DIRECT_ELEC	88.489240	10.635695	0.000000
TS_DEC_HP_ELEC	216.901481	26.069815	0.000000
TS_DEC_THHP_GAS	0.000657	0.000079	0.000000
TS_DEC_COGEN_GAS	0.000646	0.000078	0.000000
TS_DEC_COGEN_OIL	0.000643	0.000077	0.000000
TS_DEC_ADVCOGEN_GAS	0.000637	0.000077	0.000000
TS_DEC_ADVCOGEN_H2	0.000629	0.000076	0.000000
TS_DEC_BOILER_GAS	0.000639	0.000077	0.000000
TS_DEC_BOILER_WOOD	0.000642	0.000077	0.000000
TS_DEC_BOILER_OIL	0.000642	0.000077	0.000000
TS_DHN_DAILY	0.000549	0.000047	0.000000
TS_DHN_SEASONAL	107.856703	11.363130	0.000000
TS_HIGH_TEMP	0.001784	0.000369	0.000000
GAS_STORAGE	35.890196	32.890014	0.000000
H2_STORAGE	0.007146	0.000595	0.000000
DIESEL_STORAGE	0.002873	0.001958	0.000000
GASOLINE_STORAGE	0.002858	0.001948	0.000000
LFO_STORAGE	0.002836	0.001933	0.000000
AMMONIA_STORAGE	0.002836	0.001933	0.000000
METHANOL_STORAGE	0.116624	0.079490	0.000000
CO2_STORAGE	0.007392	0.001775	0.000000
PT_STORAGE	0.000000	0.000000	0.000000
ST_STORAGE	0.000000	0.000000	0.000000
TS_COLD	1369.659932	282.182359	0.000000
CAES	11.124911	31.798055	0.000000
EFFICIENCY	0.000000	0.000000	0.000000
DHN	306.114083	0.000000	0.000000
GRID	3096.899840	0.000000	0.000000
PT_COLLECTOR	0.000125	0.000036	0.000000
ST_COLLECTOR	96.526908	100.000000	0.000000
H2_ELECTROLYSIS	0.002181	0.000200	0.000000
SMR	0.000457	0.000788	0.000000
H2_BIOMASS	0.000215	0.000182	0.000000
GASIFICATION_SNG	0.000227	0.000164	0.000000
SYN_METHANATION	0.000043	0.000247	0.000000
BIOMETHANATION	108.769995	22.729442	0.000000
BIO_HYDROLYSIS	0.000749	0.000599	0.000000
PYROLYSIS_TO_LFO	0.000366	0.000182	0.000000
PYROLYSIS_TO_FUELS	0.000216	0.000066	0.000000
ATM_CCS	0.000177	0.000128	0.000000
INDUSTRY_CCS	0.000173	0.000126	0.000000
AMMONIA_TO_H2	0.000112	0.000188	0.000000
ELECTRICITY	0.000000	0.000000	725.530766
GASOLINE	0.000000	0.000000	0.000147
DIESEL	0.000000	0.000000	3498.643386
BIOETHANOL	0.000000	0.000000	0.000157
BIODIESEL	0.000000	0.000000	0.000600
LFO	0.000000	0.000000	130.306976
GAS	0.000000	0.000000	8292.481836
GAS_RE	0.000000	0.000000	0.000001
WOOD	0.000000	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000	0.000000
COAL	0.000000	0.000000	618.026220
URANIUM	0.000000	0.000000	0.000000
WASTE	0.000000	0.000000	881.793520
H2	0.000000	0.000000	0.000004
H2_RE	0.000000	0.000000	0.000091
AMMONIA	0.000000	0.000000	0.003030
METHANOL	0.000000	0.000000	0.001002
AMMONIA_RE	0.000000	0.000000	771.011141
METHANOL_RE	0.000000	0.000000	0.000657
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
PT_HEAT	0.000000	0.000000	0.000000
ST_HEAT	0.000000	0.000000	0.000000
