TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
TRUCK_DIESEL	0.000099	0.000005	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000305	0.092593	0.074944	0.000000
TRUCK_METHANOL	0.000098	0.000005	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000320	0.092593	0.074944	0.000000
TRUCK_FUEL_CELL	33690.791668	945.057891	15.000000	0.000000	78.319715	Infinity	0.000000	1.000000	1.000000	0.092593	0.092593	0.074944	0.000000
TRUCK_ELEC	0.000073	0.000002	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000280	0.092593	0.074944	0.000000
TRUCK_NG	0.000015	0.000001	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000079	0.092593	0.074944	0.000000
HABER_BOSCH	0.000425	0.000007	20.000000	0.000000	0.000000	Infinity	0.000000	1.000000	1.000000	0.000335	0.994000	0.058246	0.000000
OIL_TO_HVC	0.000389	0.000002	15.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000282	0.994000	0.074944	0.000000
GAS_TO_HVC	0.000401	0.000009	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000123	0.994000	0.048263	0.000000
BIOMASS_TO_HVC	0.000465	0.000007	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000259	0.994000	0.058246	0.000000
METHANOL_TO_HVC	3795.534126	300.145150	20.000000	0.000000	4.783342	Infinity	0.000000	1.000000	1.000000	0.994000	0.994000	0.058246	0.000000
SYN_METHANOLATION	0.000529	0.000010	20.000000	0.000000	0.000000	Infinity	0.000000	0.390595	1.000000	0.000423	0.944300	0.058246	0.000000
METHANE_TO_METHANOL	0.000403	0.000014	25.000000	0.000000	0.000000	Infinity	0.000000	0.298486	1.000000	0.000323	0.844900	0.048263	0.000000
BIOMASS_TO_METHANOL	0.000546	0.000004	20.000000	0.000000	0.000000	Infinity	0.000000	0.310919	1.000000	0.000337	0.994000	0.058246	0.000000
DAM_STORAGE	0.000000	0.000000	1.000000	0.000000	25.862755	8970.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	1.015000	
PHS	696.148514	0.000000	50.000000	5.000000	6.499986	6.500000	0.000000	-1.000000	1.000000	0.018892	1.000000	0.028572	
BATT_LI	0.002289	0.000003	15.000000	0.000000	0.000005	Infinity	0.000000	-1.000000	1.000000	0.001281	1.000000	0.074944	
BEV_BATT	0.000000	0.000000	1.000000	0.000000	166.640437	Infinity	0.000000	-1.000000	1.000000	0.003475	1.000000	1.015000	
PHEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000006	Infinity	0.000000	-1.000000	1.000000	0.000414	1.000000	1.015000	
TS_DEC_DIRECT_ELEC	0.001095	0.000008	20.000000	0.000000	0.000058	Infinity	0.000000	-1.000000	1.000000	0.000426	1.000000	0.058246	
TS_DEC_HP_ELEC	1428.105067	9.997691	20.000000	0.000000	75.282291	Infinity	0.000000	-1.000000	1.000000	0.032466	1.000000	0.058246	
TS_DEC_THHP_GAS	0.001094	0.000008	20.000000	0.000000	0.000058	Infinity	0.000000	-1.000000	1.000000	0.000967	1.000000	0.058246	
TS_DEC_COGEN_GAS	0.001093	0.000008	20.000000	0.000000	0.000058	Infinity	0.000000	-1.000000	1.000000	0.000479	1.000000	0.058246	
TS_DEC_COGEN_OIL	0.001064	0.000007	20.000000	0.000000	0.000056	Infinity	0.000000	-1.000000	1.000000	0.000294	1.000000	0.058246	
TS_DEC_ADVCOGEN_GAS	0.001089	0.000008	20.000000	0.000000	0.000057	Infinity	0.000000	-1.000000	1.000000	0.000344	1.000000	0.058246	
TS_DEC_ADVCOGEN_H2	0.001090	0.000008	20.000000	0.000000	0.000057	Infinity	0.000000	-1.000000	1.000000	0.000323	1.000000	0.058246	
TS_DEC_BOILER_GAS	0.001092	0.000008	20.000000	0.000000	0.000058	Infinity	0.000000	-1.000000	1.000000	0.000449	1.000000	0.058246	
TS_DEC_BOILER_WOOD	0.001088	0.000008	20.000000	0.000000	0.000057	Infinity	0.000000	-1.000000	1.000000	0.000434	1.000000	0.058246	
TS_DEC_BOILER_OIL	0.001073	0.000008	20.000000	0.000000	0.000057	Infinity	0.000000	-1.000000	1.000000	0.000348	1.000000	0.058246	
TS_DHN_DAILY	0.001802	0.000005	40.000000	0.000000	0.000601	Infinity	0.000000	-1.000000	1.000000	0.000558	1.000000	0.033427	
TS_DHN_SEASONAL	764.680622	3.888207	25.000000	0.000000	1296.068851	Infinity	0.000000	-1.000000	1.000000	0.001155	1.000000	0.048263	
TS_HIGH_TEMP	1309.301095	13.078998	25.000000	0.000000	46.710706	Infinity	0.000000	-1.000000	1.000000	0.015885	1.000000	0.048263	
GAS_STORAGE	830.872966	21.754980	50.000000	0.000000	16617.459323	Infinity	0.000000	-1.000000	1.000000	0.000084	1.000000	0.028572	
H2_STORAGE	0.013032	0.000063	20.000000	0.000000	0.002105	Infinity	0.000000	-1.000000	1.000000	0.000018	1.000000	0.058246	
DIESEL_STORAGE	0.006652	0.000264	20.000000	0.000000	0.665222	Infinity	0.000000	-1.000000	1.000000	0.000135	1.000000	0.058246	
GASOLINE_STORAGE	0.006657	0.000264	20.000000	0.000000	0.665668	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
LFO_STORAGE	0.006755	0.000268	20.000000	0.000000	0.675452	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
AMMONIA_STORAGE	0.006625	0.000263	20.000000	0.000000	0.662543	Infinity	0.000000	-1.000000	1.000000	0.000015	1.000000	0.058246	
METHANOL_STORAGE	0.006663	0.000265	20.000000	0.000000	0.666342	Infinity	0.000000	-1.000000	1.000000	0.000032	1.000000	0.058246	
CO2_STORAGE	0.018413	0.000184	30.000000	0.000000	0.000372	Infinity	0.000000	-1.000000	1.000000	0.000012	1.000000	0.041639	
PT_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
ST_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
TS_COLD	0.008840	0.000106	20.000000	0.000000	0.000354	Infinity	0.000000	-1.000000	1.000000	0.002019	1.000000	0.058246	
CAES	0.000000	0.000000	50.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.028572	
EFFICIENCY	0.000000	0.000000	1.000000	0.000000	0.985222	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	1.015000	
DHN	5773.499326	0.000000	60.000000	0.000000	6.990724	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.025393	
GRID	102577.619999	0.000000	80.000000	0.000000	1.369179	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
PT_COLLECTOR	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
ST_COLLECTOR	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
H2_ELECTROLYSIS	0.000515	0.000004	15.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000301	0.894600	0.074944	
SMR	0.000269	0.000022	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000468	0.854840	0.048263	
H2_BIOMASS	0.000409	0.000017	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000146	0.854840	0.048263	
GASIFICATION_SNG	0.000499	0.000017	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000374	0.844900	0.048263	
SYN_METHANATION	0.000173	0.000033	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.001503	1.000000	0.033427	
BIOMETHANATION	0.000495	0.000006	20.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000653	0.844900	0.058246	
BIO_HYDROLYSIS	2936.914914	175.942319	15.000000	0.000000	1.621029	Infinity	0.000000	-1.000000	1.000000	0.844900	0.844900	0.074944	
PYROLYSIS_TO_LFO	0.000719	0.000017	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.001197	0.844900	0.048263	
PYROLYSIS_TO_FUELS	0.000555	0.000008	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000178	0.844900	0.048263	
ATM_CCS	0.000573	0.000014	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000106	1.000000	0.033427	
INDUSTRY_CCS	0.000637	0.000015	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000348	1.000000	0.033427	
AMMONIA_TO_H2	0.000287	0.000023	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000834	0.854840	0.048263	
